ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
9154,"Corallococcus coralloides","DSM 51561","soil with plant residues",Taiwan,Asia,#Environmental,#Terrestrial,#Soil
9154,,,,,,#Host,#Plants,
9155,"Corallococcus coralloides","DSM 51562","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9155,,,,,,#Host,#Plants,
9156,"Corallococcus coralloides","DSM 51563","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9156,,,,,,#Host,#Plants,
9157,"Corallococcus coralloides","DSM 51564","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9157,,,,,,#Host,#Plants,
9158,"Corallococcus coralloides","DSM 51565","soil with raw humus and plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9158,,,,,,#Host,#Plants,
9159,"Corallococcus coralloides","DSM 51566","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9159,,,,,,#Host,#Plants,
9160,"Corallococcus coralloides","DSM 51567","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9160,,,,,,#Host,#Plants,
9161,"Corallococcus coralloides","DSM 51568","clay soil",Germany,Europe,#Environmental,#Terrestrial,#Soil
9162,"Corallococcus coralloides","DSM 51569","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9162,,,,,,#Host,#Plants,
9163,"Corallococcus coralloides","DSM 51570","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9163,,,,,,#Host,#Plants,
9164,"Corallococcus coralloides","DSM 51571","sand with shell pieces and plant residues",Netherlands,Europe,#Environmental,#Terrestrial,#Sandy
9164,,,,,,#Host,#Plants,
9165,"Corallococcus coralloides","DSM 51572","raw humus",Germany,Europe,#Environmental,#Terrestrial,
9166,"Corallococcus coralloides","DSM 51573","raw humus",Germany,Europe,#Environmental,#Terrestrial,
9167,"Corallococcus coralloides","DSM 51574","soil with plant residues",Italy,Europe,#Environmental,#Terrestrial,#Soil
9167,,,,,,#Host,#Plants,
9168,"Corallococcus coralloides","DSM 51575","sand with shell pieces and plant residues",Netherlands,Europe,#Environmental,#Terrestrial,#Sandy
9168,,,,,,#Host,#Plants,
9169,"Corallococcus coralloides","DSM 51576","soil with plant residues and lime pebbles",Germany,Europe,#Environmental,#Terrestrial,#Soil
9169,,,,,,#Host,#Plants,
9170,"Corallococcus coralloides","DSM 51577","sandy humus with plant residues from dunes",Netherlands,Europe,#Environmental,#Terrestrial,#Sandy
9170,,,,,,#Host,#Plants,
9171,"Corallococcus coralloides","DSM 51578","soil with plant residues",Russia,Europe,#Environmental,#Terrestrial,#Soil
9171,,,,,,#Host,#Plants,
9172,"Corallococcus coralloides","DSM 51579","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9172,,,,,,#Host,#Plants,
9173,"Corallococcus coralloides","DSM 51580","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9173,,,,,,#Host,#Plants,
9174,"Corallococcus coralloides","DSM 51581","soil with plant residues from lawn near motorway",Germany,Europe,#Environmental,#Terrestrial,#Soil
9174,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
9175,"Corallococcus coralloides","DSM 51582","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9175,,,,,,#Host,#Plants,
9176,"Corallococcus coralloides","DSM 51583","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9176,,,,,,#Host,#Plants,
9177,"Corallococcus coralloides","DSM 51584","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9177,,,,,,#Host,#Plants,
9178,"Corallococcus coralloides","DSM 51585","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9178,,,,,,#Host,#Plants,
9179,"Corallococcus coralloides","DSM 51586","soil with plant residues",Taiwan,Asia,#Environmental,#Terrestrial,#Soil
9179,,,,,,#Host,#Plants,
9180,"Corallococcus coralloides","DSM 51587","soil with plant residues",Italy,Europe,#Environmental,#Terrestrial,#Soil
9180,,,,,,#Host,#Plants,
9181,"Corallococcus coralloides","DSM 51588","soil with plant residues, freeze-dried",Taiwan,Asia,#Environmental,#Terrestrial,#Soil
9181,,,,,,#Host,#Plants,
9182,"Corallococcus coralloides","DSM 51589","soil with plant residues",Taiwan,Asia,#Environmental,#Terrestrial,#Soil
9182,,,,,,#Host,#Plants,
9183,"Corallococcus coralloides","DSM 51590","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9183,,,,,,#Host,#Plants,
9184,"Corallococcus coralloides","DSM 51591","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9184,,,,,,#Host,#Plants,
9186,"Corallococcus coralloides","DSM 51593","raw humus with white sand",Germany,Europe,#Environmental,#Terrestrial,#Sandy
9187,"Corallococcus coralloides","DSM 51594","soil with plant residues and wood",India,Asia,#Environmental,#Terrestrial,#Soil
9187,,,,,,#Host,#Plants,
9187,,,,,,"#Host Body Product",#Plant,#Timber
9188,"Corallococcus coralloides","DSM 51595","soil with plant residues",Japan,Asia,#Environmental,#Terrestrial,#Soil
9188,,,,,,#Host,#Plants,
9189,"Corallococcus coralloides","DSM 51596","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9189,,,,,,#Host,#Plants,
9190,"Corallococcus coralloides","DSM 51597","dry faeces of cattle collected in a forest",Austria,Europe,#Environmental,#Terrestrial,#Forest
9190,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
9190,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9191,"Corallococcus coralloides","DSM 51598","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9191,,,,,,#Host,#Plants,
9192,"Corallococcus coralloides","DSM 51599","soil with plant residues and rotting wood",India,Asia,#Environmental,"#Microbial community","#Decomposing plant"
9192,,,,,,#Environmental,#Terrestrial,#Soil
9192,,,,,,#Host,#Plants,
9192,,,,,,"#Host Body Product",#Plant,#Timber
9193,"Corallococcus coralloides","DSM 51600","soil with bark and wood",India,Asia,#Environmental,#Terrestrial,#Soil
9193,,,,,,"#Host Body-Site",#Plant,#Bark
9193,,,,,,"#Host Body Product",#Plant,#Timber
9194,"Corallococcus coralloides","DSM 51601","soil with rotting wood and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9194,,,,,,#Host,#Plants,"#Decomposing plant"
9194,,,,,,"#Host Body Product",#Plant,#Timber
9195,"Corallococcus coralloides","DSM 51602","soil with raw humus, rotting wood, bark and white marl from swampy region",India,Asia,#Environmental,"#Microbial community","#Decomposing plant"
9195,,,,,,#Environmental,#Terrestrial,#Soil
9195,,,,,,#Environmental,#Terrestrial,"#Wetland (Swamp)"
9195,,,,,,"#Host Body-Site",#Plant,#Bark
9196,"Corallococcus coralloides","DSM 51603","soil with raw humus, rotting wood, bark and white marl from swampy region",India,Asia,#Environmental,"#Microbial community","#Decomposing plant"
9196,,,,,,#Environmental,#Terrestrial,#Soil
9196,,,,,,#Environmental,#Terrestrial,"#Wetland (Swamp)"
9196,,,,,,"#Host Body-Site",#Plant,#Bark
9197,"Corallococcus coralloides","DSM 51604","dry faeces of cattle collected in a forest",Austria,Europe,#Environmental,#Terrestrial,#Forest
9197,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
9197,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9198,"Corallococcus coralloides","DSM 51605","soil with rotting wood and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9198,,,,,,#Host,#Plants,"#Decomposing plant"
9198,,,,,,"#Host Body Product",#Plant,#Timber
9199,"Corallococcus coralloides","DSM 51606","soil with bark and wood",India,Asia,#Environmental,#Terrestrial,#Soil
9199,,,,,,"#Host Body-Site",#Plant,#Bark
9199,,,,,,"#Host Body Product",#Plant,#Timber
9200,"Corallococcus coralloides","DSM 51607",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
9201,"Corallococcus coralloides","DSM 51608","soil with raw humus, rotting wood, bark and white marl from swampy region",India,Asia,#Environmental,"#Microbial community","#Decomposing plant"
9201,,,,,,#Environmental,#Terrestrial,#Soil
9201,,,,,,#Environmental,#Terrestrial,"#Wetland (Swamp)"
9201,,,,,,"#Host Body-Site",#Plant,#Bark
9202,"Corallococcus coralloides","DSM 51609","soil with plant residues",Japan,Asia,#Environmental,#Terrestrial,#Soil
9202,,,,,,#Host,#Plants,
9203,"Corallococcus coralloides","DSM 51610","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9203,,,,,,#Host,#Plants,
9204,"Corallococcus coralloides","DSM 51611","soil with bark and wood",India,Asia,#Environmental,#Terrestrial,#Soil
9204,,,,,,"#Host Body-Site",#Plant,#Bark
9204,,,,,,"#Host Body Product",#Plant,#Timber
9205,"Corallococcus coralloides","DSM 51612",soil,Egypt,Africa,#Environmental,#Terrestrial,#Soil
9206,"Corallococcus coralloides","DSM 51613","soil with plant residues and wood",India,Asia,#Environmental,#Terrestrial,#Soil
9206,,,,,,#Host,#Plants,
9206,,,,,,"#Host Body Product",#Plant,#Timber
9207,"Corallococcus coralloides","DSM 51614","bark with soil",India,Asia,#Environmental,#Terrestrial,#Soil
9207,,,,,,"#Host Body-Site",#Plant,#Bark
9208,"Corallococcus coralloides","DSM 51615","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9208,,,,,,#Host,#Plants,
9209,"Corallococcus coralloides","DSM 51616","dry faeces of cattle collected in a forest",Austria,Europe,#Environmental,#Terrestrial,#Forest
9209,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
9209,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9210,"Corallococcus coralloides","DSM 51617","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9210,,,,,,#Host,#Plants,
9211,"Corallococcus coralloides","DSM 51618","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9211,,,,,,#Host,#Plants,
9212,"Corallococcus coralloides","DSM 51619","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9212,,,,,,#Host,#Plants,
9213,"Corallococcus coralloides","DSM 51620","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9213,,,,,,#Host,#Plants,
9214,"Corallococcus coralloides","DSM 51621","raw humus with little soil",,Europe,#Environmental,#Terrestrial,#Soil
9215,"Corallococcus coralloides","DSM 51622","dry faeces of cattle collected in a forest",Austria,Europe,#Environmental,#Terrestrial,#Forest
9215,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
9215,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9217,"Corallococcus coralloides","DSM 51624","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9217,,,,,,#Host,#Plants,
9218,"Corallococcus coralloides","DSM 51625","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9218,,,,,,#Host,#Plants,
9220,"Corallococcus coralloides","DSM 51627","soil with bark and wood",India,Asia,#Environmental,#Terrestrial,#Soil
9220,,,,,,"#Host Body-Site",#Plant,#Bark
9220,,,,,,"#Host Body Product",#Plant,#Timber
9221,"Corallococcus coralloides","DSM 51628","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9221,,,,,,#Host,#Plants,
9223,"Corallococcus coralloides","DSM 51630","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9223,,,,,,#Host,#Plants,
9224,"Corallococcus coralloides","DSM 51631","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9224,,,,,,#Host,#Plants,
9225,"Corallococcus coralloides","DSM 51632","soil with plant residues",Taiwan,Asia,#Environmental,#Terrestrial,#Soil
9225,,,,,,#Host,#Plants,
9226,"Corallococcus coralloides","DSM 51633","soil with wood and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9226,,,,,,#Host,#Plants,
9226,,,,,,"#Host Body Product",#Plant,#Timber
9227,"Corallococcus coralloides","DSM 51634","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9227,,,,,,#Host,#Plants,
9228,"Corallococcus coralloides","DSM 51635","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9228,,,,,,#Host,#Plants,
9229,"Corallococcus coralloides","DSM 51636","faeces of rabbit, collected from dunes",Netherlands,Europe,#Environmental,#Terrestrial,#Sandy
9229,,,,,,#Host,#Mammals,"#Leporidae (Rabbit/Hare)"
9229,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9230,"Corallococcus coralloides","DSM 51637","soil with faeces of goates, wood and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9230,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9230,,,,,,#Host,#Plants,
9230,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9231,"Corallococcus coralloides","DSM 51638","soil with faeces of goates, wood and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9231,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9231,,,,,,#Host,#Plants,
9231,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9232,"Corallococcus coralloides","DSM 51639","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9232,,,,,,#Host,#Plants,
9233,"Corallococcus coralloides","DSM 51640","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9233,,,,,,#Host,#Plants,
9234,"Corallococcus coralloides","DSM 51641","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9234,,,,,,#Host,#Plants,
9235,"Corallococcus coralloides","DSM 51642","soil with roots",,Europe,#Environmental,#Terrestrial,#Soil
9235,,,,,,"#Host Body-Site",#Plant,"#Root (Rhizome)"
9236,"Corallococcus coralloides","DSM 51643","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9236,,,,,,#Host,#Plants,
9237,"Corallococcus coralloides","DSM 51644","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9237,,,,,,#Host,#Plants,
9238,"Corallococcus coralloides","DSM 51645","soil with roots",,Europe,#Environmental,#Terrestrial,#Soil
9238,,,,,,"#Host Body-Site",#Plant,"#Root (Rhizome)"
9239,"Corallococcus coralloides","DSM 51646","soil with plant residues",,Europe,#Environmental,#Terrestrial,#Soil
9239,,,,,,#Host,#Plants,
9240,"Corallococcus coralloides","DSM 51647","soil with plant residues",,Europe,#Environmental,#Terrestrial,#Soil
9240,,,,,,#Host,#Plants,
9241,"Corallococcus coralloides","DSM 51648","soil with plant residues",,Europe,#Environmental,#Terrestrial,#Soil
9241,,,,,,#Host,#Plants,
9242,"Corallococcus coralloides","DSM 51649","soil with rotting wood and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9242,,,,,,#Host,#Plants,"#Decomposing plant"
9242,,,,,,"#Host Body Product",#Plant,#Timber
9243,"Corallococcus coralloides","DSM 51650","raw humus with little soil",,Europe,#Environmental,#Terrestrial,#Soil
9244,"Corallococcus coralloides","DSM 51651","soil with raw humus and leaf residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9244,,,,,,"#Host Body-Site",#Plant,"#Leaf (Phyllosphere)"
9245,"Corallococcus coralloides","DSM 51652","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9245,,,,,,#Host,#Plants,
9247,"Corallococcus coralloides","DSM 51654","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9247,,,,,,#Host,#Plants,
9248,"Corallococcus coralloides","DSM 51655","raw humus",Spain,Europe,#Environmental,#Terrestrial,
9249,"Corallococcus coralloides","DSM 51656","soil with faeces of goates, wood and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9249,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9249,,,,,,#Host,#Plants,
9249,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9250,"Corallococcus coralloides","DSM 51657","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9250,,,,,,#Host,#Plants,
9251,"Corallococcus coralloides","DSM 51658","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9251,,,,,,#Host,#Plants,
9252,"Corallococcus coralloides","DSM 51659","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9252,,,,,,#Host,#Plants,
9253,"Corallococcus coralloides","DSM 51660","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9253,,,,,,#Host,#Plants,
9254,"Corallococcus coralloides","DSM 51661","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9254,,,,,,#Host,#Plants,
9256,"Corallococcus coralloides","DSM 51663","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9256,,,,,,#Host,#Plants,
9257,"Corallococcus coralloides","DSM 51664","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9257,,,,,,#Host,#Plants,
9258,"Corallococcus coralloides","DSM 51665","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9258,,,,,,#Host,#Plants,
9259,"Corallococcus coralloides","DSM 51666","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9259,,,,,,#Host,#Plants,
9260,"Corallococcus coralloides","DSM 51667","soil of rhizosphere from already harvested wheat field",Germany,Europe,#Engineered,#Agriculture,#Field
9260,,,,,,#Environmental,#Terrestrial,#Soil
9260,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
9260,,,,,,"#Host Body-Site",#Plant,#Rhizosphere
9261,"Corallococcus coralloides","DSM 51668","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9261,,,,,,#Host,#Plants,
9262,"Corallococcus coralloides","DSM 51669","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9262,,,,,,#Host,#Plants,
9263,"Corallococcus coralloides","DSM 51670","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9263,,,,,,#Host,#Plants,
9264,"Corallococcus coralloides","DSM 51671","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9264,,,,,,#Host,#Plants,
9265,"Corallococcus coralloides","DSM 51672","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9265,,,,,,#Host,#Plants,
9266,"Corallococcus coralloides","DSM 51673","soil with plant residues and algae",Germany,Europe,#Environmental,#Terrestrial,#Soil
9266,,,,,,#Host,#Algae,
9266,,,,,,#Host,#Plants,
9267,"Corallococcus coralloides","DSM 51674","soil with plant residues and lime pebbles",,Europe,#Environmental,#Terrestrial,#Soil
9267,,,,,,#Host,#Plants,
9268,"Corallococcus coralloides","DSM 51675","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9268,,,,,,#Host,#Plants,
9270,"Corallococcus coralloides","DSM 51677","soil with faeces of goates, wood and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9270,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
9270,,,,,,#Host,#Plants,
9270,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
9271,"Corallococcus coralloides","DSM 51678","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9271,,,,,,#Host,#Plants,
9272,"Corallococcus coralloides","DSM 51679","sand with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Sandy
9272,,,,,,#Host,#Plants,
9273,"Corallococcus coralloides","DSM 51680","sand with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Sandy
9273,,,,,,#Host,#Plants,
9274,"Corallococcus coralloides","DSM 51681","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9274,,,,,,#Host,#Plants,
9275,"Corallococcus coralloides","DSM 51682","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9275,,,,,,#Host,#Plants,
9276,"Corallococcus coralloides","DSM 51683","soil with plant residues and raw humus",Spain,Europe,#Environmental,#Terrestrial,#Soil
9276,,,,,,#Host,#Plants,
9277,"Corallococcus coralloides","DSM 51684","soil with plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9277,,,,,,#Host,#Plants,
9278,"Corallococcus coralloides","DSM 51685","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9278,,,,,,#Host,#Plants,
9279,"Corallococcus coralloides","DSM 51686","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9279,,,,,,#Host,#Plants,
9280,"Corallococcus coralloides","DSM 51687","soil with plant residues and raw humus",Spain,Europe,#Environmental,#Terrestrial,#Soil
9280,,,,,,#Host,#Plants,
9281,"Corallococcus coralloides","DSM 51688","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9281,,,,,,#Host,#Plants,
9282,"Corallococcus coralloides","DSM 51689","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9282,,,,,,#Host,#Plants,
9283,"Corallococcus coralloides","DSM 51690","loamy soil with plant residues and pebbels",Japan,Asia,#Environmental,#Terrestrial,#Soil
9283,,,,,,#Host,#Plants,
9284,"Corallococcus coralloides","DSM 51691","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9284,,,,,,#Host,#Plants,
9285,"Corallococcus coralloides","DSM 51692","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9285,,,,,,#Host,#Plants,
9286,"Corallococcus coralloides","DSM 51693","soil with fruits, rotting twiggs and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9286,,,,,,#Host,#Plants,
9286,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
9286,,,,,,"#Host Body-Site",#Plant,"#Stem (Branch)"
9287,"Corallococcus coralloides","DSM 51694","soil with fruits, rotting twiggs and other plant residues",India,Asia,#Environmental,#Terrestrial,#Soil
9287,,,,,,#Host,#Plants,
9287,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
9287,,,,,,"#Host Body-Site",#Plant,"#Stem (Branch)"
9288,"Corallococcus coralloides","DSM 51695","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9288,,,,,,#Host,#Plants,
9289,"Corallococcus coralloides","DSM 51696","raw humus and sand",Germany,Europe,#Environmental,#Terrestrial,#Sandy
9290,"Corallococcus coralloides","DSM 51697","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9290,,,,,,#Host,#Plants,
9291,"Corallococcus coralloides","DSM 51698","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9291,,,,,,#Host,#Plants,
9292,"Corallococcus coralloides","DSM 51699","soil with plant residues",Germany,Europe,#Environmental,#Terrestrial,#Soil
9292,,,,,,#Host,#Plants,
9293,"Corallococcus coralloides","DSM 51700","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9293,,,,,,#Host,#Plants,
9294,"Corallococcus coralloides","DSM 51701","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9294,,,,,,#Host,#Plants,
9295,"Corallococcus coralloides","DSM 51702","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9295,,,,,,#Host,#Plants,
9296,"Corallococcus coralloides","DSM 51703","soil with plant residues",Egypt,Africa,#Environmental,#Terrestrial,#Soil
9296,,,,,,#Host,#Plants,
9297,"Corallococcus coralloides","DSM 51704","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9297,,,,,,#Host,#Plants,
9298,"Corallococcus coralloides","DSM 51705","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9298,,,,,,#Host,#Plants,
9299,"Corallococcus coralloides","DSM 51706","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9299,,,,,,#Host,#Plants,
9300,"Corallococcus coralloides","DSM 51707","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9300,,,,,,#Host,#Plants,
9301,"Corallococcus coralloides","DSM 51708","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9301,,,,,,#Host,#Plants,
9302,"Corallococcus coralloides","DSM 51709","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9302,,,,,,#Host,#Plants,
9303,"Corallococcus coralloides","DSM 51710","soil inside snail shell",Spain,Europe,#Environmental,#Terrestrial,#Soil
9304,"Corallococcus coralloides","DSM 51711","soil inside snail shell",Spain,Europe,#Environmental,#Terrestrial,#Soil
9305,"Corallococcus coralloides","DSM 51712","soil inside snail shell",Spain,Europe,#Environmental,#Terrestrial,#Soil
9306,"Corallococcus coralloides","DSM 51713","rotting wood and bark with little soil",Spain,Europe,#Environmental,#Terrestrial,#Soil
9306,,,,,,#Host,#Plants,"#Decomposing plant"
9306,,,,,,"#Host Body-Site",#Plant,#Bark
9306,,,,,,"#Host Body Product",#Plant,#Timber
9307,"Corallococcus coralloides","DSM 51714","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9307,,,,,,#Host,#Plants,
9308,"Corallococcus coralloides","DSM 51715","sand with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Sandy
9308,,,,,,#Host,#Plants,
9309,"Corallococcus coralloides","DSM 51716","sand with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Sandy
9309,,,,,,#Host,#Plants,
9310,"Corallococcus coralloides","DSM 51717","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9310,,,,,,#Host,#Plants,
9311,"Corallococcus coralloides","DSM 51718","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9311,,,,,,#Host,#Plants,
9312,"Corallococcus coralloides","DSM 51719","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9312,,,,,,#Host,#Plants,
9313,"Corallococcus coralloides","DSM 51720","soil with plant residues from garden",Egypt,Africa,#Engineered,#Agriculture,#Garden
9313,,,,,,#Environmental,#Terrestrial,#Soil
9313,,,,,,#Host,#Plants,
9314,"Corallococcus coralloides","DSM 51721","soil with lime pebbles and plant residues collected near motorway",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9314,,,,,,#Host,#Plants,
9315,"Corallococcus coralloides","DSM 51722","sand with bark of <I>Juniperus</I> and twiggs",Spain,Europe,#Environmental,#Terrestrial,#Sandy
9315,,,,,,#Host,#Plants,"#Shrub (Scrub)"
9315,,,,,,"#Host Body-Site",#Plant,#Bark
9315,,,,,,"#Host Body-Site",#Plant,"#Stem (Branch)"
9317,"Corallococcus coralloides","DSM 51724","sand with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Sandy
9317,,,,,,#Host,#Plants,
9318,"Corallococcus coralloides","DSM 51725","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9318,,,,,,#Host,#Plants,
9319,"Corallococcus coralloides","DSM 51726","soil with plant residues",Spain,Europe,#Environmental,#Terrestrial,#Soil
9319,,,,,,#Host,#Plants,
9320,"Corallococcus coralloides","DSM 51727","rotting wood with little soil",Spain,Europe,#Environmental,#Terrestrial,#Soil
9320,,,,,,#Host,#Plants,"#Decomposing plant"
9320,,,,,,"#Host Body Product",#Plant,#Timber
9321,"Corallococcus coralloides","DSM 51728","soil with plant residues",Mexico,"North America",#Environmental,#Terrestrial,#Soil
9321,,,,,,#Host,#Plants,
9322,"Corallococcus coralloides","DSM 51729","faeces of goat, plant residues and soil",India,Asia,#Environmental,#Terrestrial,#Soil
9322,,,,,,#Host,#Mammals,"#Caprinae (Sheep/Goat)"
