,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
https://bacdive.dsmz.de/strain/16953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16963,"Actinomadura verrucosospora 16S-23S ribosomal RNA intergenic spacer region, partial sequence",AF134106, ENA,46165 tax ID,Actinomadura verrucospora 16S rRNA gene,U49011, ENA,46165 tax ID,"Actinomadura verrucosospora DNA for 16S rRNA, partial sequence",D50667, ENA,46165 tax ID,Actinomadura verrucosospora NRRL:B18236,GCA_013211575,chromosome, GenBank,46165 tax ID,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16967,"Actinomadura vinacea 16S ribosomal RNA gene, partial sequence",AF134070, ENA,115336 tax ID,"Actinomadura vinacea 16S-23S ribosomal RNA intergenic spacer region, partial sequence",AF134107, ENA,115336 tax ID,"Actinomadura vinacea gene for 16S rRNA, partial sequence, strain: NBRC 14688",AB364596, ENA,115336 tax ID,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16968,"Actinomadura viridilutea gene for 16S ribosomal RNA, partial sequence",D86943, ENA,58112 tax ID,"Excellospora viridilutea 16S-23S ribosomal RNA intergenic spacer region, partial sequence",AF134110, ENA,58112 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16945,"Actinomadura viridis strain ATCC27103 16S ribosomal RNA gene, partial sequence",AF051385, ENA,58110 tax ID,"Actinomadura viridis strain ATCC27103 16S ribosomal RNA gene, partial sequence",AF051387, ENA,58110 tax ID,"Actinomadura viridis 16S rRNA gene, strain DSM 43175T",AJ420141, ENA,58110 tax ID,"Actinomadura viridis gene for 16S ribosomal RNA, partial sequence",D85467, ENA,58110 tax ID,"Actinomadura viridis 16S-23S ribosomal RNA intergenic spacer region, partial sequence",AF134108, ENA,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24654,"Actinomadura xylanilytica partial 16S rRNA gene, type strain BK147T",FR692101, ENA,887459 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/134407,"Actinomadura yumaensis 16S ribosomal RNA gene, partial sequence",AF163122, ENA,111807 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24456,"Actinomycetospora atypica strain NEAU-st4 16S ribosomal RNA gene, partial sequence",KC412867, ENA,1290095 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13499,"Actinostreptospora chiangmaiensis partial 16S rRNA gene, type strain YIM 0006T",AM398646, ENA,402650 tax ID,Actinomycetospora chiangmaiensis DSM 45062,GCA_000379625,scaffold, GenBank,1120948 tax ID,Actinomycetospora chiangmaiensis DSM 45062,1120948.3,wgs, PATRIC,1120948 tax ID,Actinomycetospora chiangmaiensis DSM 45062,2515154015,permanent, JGI IMG/M,1120948 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13500,"Actinomycetospora chibensis gene for 16S rRNA, partial sequence, strain: TT04-21",AB514517, ENA,663606 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13501,"Actinomycetospora chlora gene for 16S rRNA, partial sequence, strain: TT07I-57",AB514519, ENA,663608 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13502,"Actinomycetospora cinnamomea gene for 16S rRNA, partial sequence, strain: IY07-53",AB514520, ENA,663609 tax ID,Actinomycetospora cinnamomea DSM 45771,GCA_003096675,scaffold, GenBank,663609 tax ID,Actinomycetospora cinnamomea strain DSM 45771,663609.3,wgs, PATRIC,663609 tax ID,Actinomycetospora cinnamomea DSM 45771,2756170281,permanent, JGI IMG/M,663609 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13503,"Actinomycetospora corticicola gene for 16S rRNA, partial sequence, strain: 014-5",AB514513, ENA,663602 tax ID,Actinomycetospora corticicola DSM 45772,2844856562,permanent, JGI IMG/M,663602 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13504,"Actinomycetospora lutea gene for 16S rRNA, partial sequence, strain: TT00-04",AB514515, ENA,663604 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/130593,"Actinomycetospora rhizophila strain NEAU-B-8 16S ribosomal RNA gene, partial sequence",KF600710, ENA,1416876 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13505,"Actinomycetospora straminea gene for 16S rRNA, partial sequence, strain: IY07-55",AB514518, ENA,663607 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13506,"Actinomycetospora succinea gene for 16S rRNA, partial sequence, strain: TT00-49",AB514514, ENA,663603 tax ID,Actinomycetospora succinea DSM 45775,GCA_004363095,scaffold, GenBank,663603 tax ID,Actinomycetospora succinea strain DSM 45775,663603.3,wgs, PATRIC,663603 tax ID,Actinomycetospora succinea DSM 45775,2795385474,permanent, JGI IMG/M,663603 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/132566,"Actinophytocola algeriensis strain MB20 16S ribosomal RNA gene, partial sequence",KU242749, ENA,1768010 tax ID,Actinophytocola algeriensis CECT 8960,2863340477,permanent, JGI IMG/M,1768010 tax ID,Actinophytocola algeriensis DSM 46746,2870820038,permanent, JGI IMG/M,1768010 tax ID,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24458,"Actinophytocola burenkhanensis gene for 16S rRNA, partial sequence",AB535095, ENA,696000 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13513,"Actinophytocola corallina gene for 16S rRNA, partial sequence",AB511316, ENA,657018 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24715,"Actinophytocola gilvus strain I12A-02593 16S ribosomal RNA gene, partial sequence",KF955588, ENA,1468259 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24459,"Actinophytocola sediminis strain YIM M13705 16S ribosomal RNA gene, partial sequence",KJ013500, ENA,1476870 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/13514,"Actinophytocola timorensis gene for 16S rRNA, partial sequence",AB511315, ENA,657017 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133108,"Actinophytocola xanthii strain KCTC 39690 16S ribosomal RNA gene, partial sequence",KX083521, ENA,1912961 tax ID,Actinophytocola xanthii 11-183,GCA_001921205,contig, GenBank,1912961 tax ID,Actinophytocola sp. 11-183,1912961.3,wgs, PATRIC,1912961 tax ID,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23222,"Actinophytocola xinjiangensis strain QAIII60 16S ribosomal RNA gene, partial sequence",EU274339, ENA,485602 tax ID,Actinophytocola xinjiangensis CGMCC 4.4663,GCA_001921215,contig, GenBank,485602 tax ID,Actinophytocola xinjiangensis CGMCC 4.4663,GCA_003664025,scaffold, GenBank,485602 tax ID,Actinophytocola xinjiangensis strain CGMCC 4.4663,485602.3,wgs, PATRIC,485602 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7847,"Actinoplanes abujensis strain A4029 16S ribosomal RNA gene, partial sequence",HQ157185, ENA,882441 tax ID,Actinoplanes abujensis DSM 45518,2870584755,permanent, JGI IMG/M,882441 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23114,"Actinoplanes atraurantiacus strain Y16 16S ribosomal RNA gene, partial sequence",HQ839788, ENA,1036182 tax ID,Actinoplanes atraurantiacus CGMCC 4.6857,GCA_900215205,scaffold, GenBank,1036182 tax ID,Actinoplanes atraurantiacus strain CGMCC 4.6857,1036182.3,wgs, PATRIC,1036182 tax ID,Actinoplanes atraurantiacus CGMCC 4.6857,2675903134,permanent, JGI IMG/M,1036182 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7798,"Actinoplanes auranticolor gene for 16S ribosomal RNA, partial sequence, strain: IFO12245",D85471, ENA,47988 tax ID,Actinoplanes auranticolor 16S ribosomal RNA gene sequence,U58526, ENA,47988 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7799,A.brasiliensis 16S rRNA gene,X93185, ENA,52695 tax ID,"Actinoplanes brasiliensis gene for 16S ribosomal RNA, partial sequence, strain: IFO13938",D85470, ENA,52695 tax ID,Actinoplanes brasiliensis DSM 43805,GCA_004362215,contig, GenBank,52695 tax ID,Actinoplanes brasiliensis strain DSM 43805,52695.3,wgs, PATRIC,52695 tax ID,Actinoplanes brasiliensis DSM 43805,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7801,"Actinoplanes campanulatus gene for 16S rRNA, partial sequence",AB036995, ENA,113559 tax ID,Actinoplanes campanulatus CECT 3287,2824317532,permanent, JGI IMG/M,113559 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7837,"Actinoplanes capillaceus gene for 16S rRNA, partial sequence",AB013495, ENA,76756 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7830,"Actinoplanes consettensis gene for 16S rRNA, partial sequence",AB036996, ENA,113560 tax ID,"Actinoplanes consettensis gene for 16S ribosomal RNA, partial sequence",AB048214, ENA,113560 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7841,"Actinoplanes couchii partial 16S rRNA gene, type strain GW8-1761T",AM400230, ENA,403638 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7816,A.cyaneus 16S rRNA gene,X93186, ENA,52696 tax ID,"Actinoplanes cyaneus gene for 16S rRNA, partial sequence",AB036997, ENA,52696 tax ID,Actinoplanes cyaneus DSM 46137,2724679919,permanent, JGI IMG/M,52696 tax ID,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7831,"Actinoplanes derwentensis gene for 16S rRNA, partial sequence",AB036999, ENA,113562 tax ID,"Actinoplanes derwentensis partial 16S rRNA gene, strain IMSNU 20027T",AJ277566, ENA,113562 tax ID,"Actinoplanes derwentensis gene for 16S ribosomal RNA, partial sequence",AB048218, ENA,113562 tax ID,Actinoplanes derwentensis DSM 43941,GCA_900104725,chromosome, GenBank,113562 tax ID,Actinoplanes derwentensis strain DSM 43941,113562.5,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/158476,"Actinoplanes sp. YIM CF22 16S ribosomal RNA gene, partial sequence",KT946775, ENA,1742686 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7803,Actinoplanes digitatis DSM 43149 Improved Assembly,2873451178,permanent, JGI IMG/M,1868 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7832,"Actinoplanes durhamensis gene for 16S rRNA, partial sequence",AB037001, ENA,113563 tax ID,"Actinoplanes durhamensis partial 16S rRNA gene, strain IMSNU 22124T",AJ277568, ENA,113563 tax ID,"Actinoplanes durhamensis gene for 16S ribosomal RNA, partial sequence",AB048215, ENA,113563 tax ID,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7804,"Actinoplanes ferrugineus gene for 16S rRNA, partial sequence",AB037002, ENA,113564 tax ID,"Actinoplanes ferrugineus partial 16S rRNA gene, strain IMSNU 22125T",AJ277569, ENA,113564 tax ID,"Actinoplanes ferrugineus gene for 16S ribosomal RNA, partial sequence",AB048221, ENA,113564 tax ID,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7840,"Actinoplanes friuliensis partial 16S rRNA gene, type strain HAG 010964T",FR733685, ENA,1246995 tax ID,Actinoplanes friuliensis DSM 7358,GCA_000494755,complete, GenBank,1246995 tax ID,Actinoplanes friuliensis DSM 7358,1246995.3,complete, PATRIC,1246995 tax ID,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7836,"Actinoplanes garbadinensis 16S rRNA gene, strain DSM 44321",AJ865473, ENA,69485 tax ID,"Actinoplanes garbadinensis gene for 16S rRNA, partial sequence",AB047493, ENA,69485 tax ID,"Actinoplanes garbadinensis partial 16S rRNA gene, strain IMSNU 20040",AJ277575, ENA,69485 tax ID,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7805,"Actinoplanes globisporus gene for 16S rRNA, partial sequence",AB037003, ENA,113565 tax ID,"Actinoplanes globisporus partial 16S rRNA gene, strain IMSNU 20030T",AJ277570, ENA,113565 tax ID,"Actinoplanes globisporus gene for 16S ribosomal RNA, partial sequence",AB048219, ENA,113565 tax ID,Actinoplanes globisporus DSM 43857,GCA_000379645,scaffold, GenBank,1120949 tax ID,Actinoplanes globisporus DSM 43857,1120949.3,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7833,"Actinoplanes humidus gene for 16S rRNA, complete sequence",AB037004, ENA,113566 tax ID,"Actinoplanes humidus partial 16S rRNA gene, strain IMSNU 22051T",AJ277571, ENA,113566 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7817,"Actinoplanes ianthinogenes partial 16S rRNA gene, strain IMSNU 20032",AJ277576, ENA,122358 tax ID,"Actinoplanes ianthinogenes gene for 16S rRNA, partial sequence",AB047495, ENA,122358 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7807,"Actinoplanes italicus gene for 16S rRNA, complete sequence",AB037005, ENA,113567 tax ID,"Actinoplanes italicus gene for 16S ribosomal RNA, partial sequence",AB048217, ENA,113567 tax ID,Actinoplanes italicus DSM 43146,GCA_003001815,scaffold, GenBank,113567 tax ID,Actinoplanes italicus strain DSM 43146,113567.3,wgs, PATRIC,113567 tax ID,Actinoplanes italicus DSM 43146,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7839,"Actinoplanes liguriensis gene for 16S rRNA, partial sequence",AB047497, ENA,69484 tax ID,"Actinoplanes liguriensis partial 16S rRNA gene, strain IMSNU 22127",AJ277579, ENA,69484 tax ID,"Actinoplanes liguriensis 16S rRNA gene, type strain DSM 43865T",AJ865471, ENA,69484 tax ID,Actinoplanes liguriensis NRRL B-16723,GCA_000715855,scaffold, GenBank,69484 tax ID,Actinoplanes liguriensis strain NRRL B-16723,69484.4,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7808,"Actinoplanes lobatus gene for 16S rRNA, partial sequence",AB037006, ENA,113568 tax ID,Actinoplanes lobatus DSM 43150,2873296955,permanent, JGI IMG/M,113568 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/132283,"Actinoplanes luteus strain A-T 5190 16S ribosomal RNA gene, partial sequence",KM396264, ENA,1547891 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/24208,"Actinoplanes lutulentus strain NEAU-GRX6 from China 16S ribosomal RNA gene, partial sequence",KC134255, ENA,1287878 tax ID,Actinoplanes lutulentus CGMCC 4.7090,GCA_003259845,scaffold, GenBank,1287878 tax ID,Actinoplanes lutulentus strain CGMCC 4.7090,1287878.3,wgs, PATRIC,1287878 tax ID,Actinoplanes lutulentus DSM 45883,2824186164,permanent, JGI IMG/M,1287878 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7809,"Actinoplanes missouriensis gene for 16S rRNA, partial sequence",AB037008, ENA,1866 tax ID,"Actinoplanes missouriensis partial 16S rRNA gene, strain IMSNU 22051T",AJ277572, ENA,1866 tax ID,"Actinoplanes missouriensis gene for 16S rRNA, partial sequence",AB711914, ENA,1866 tax ID,Actinoplanes missouriensis 431,512565.3,complete, PATRIC,512565 tax ID,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7820,"Actinoplanes digitatis gene for 16S rRNA, partial sequence",AB037000, ENA,1868 tax ID,"Actinoplanes digitatis partial 16S rRNA gene, strain IMSNU 22123T",AJ277567, ENA,1868 tax ID,"Actinoplanes digitatis gene for 16S ribosomal RNA, partial sequence",AB048213, ENA,1868 tax ID,"Actinoplanes nipponensis gene for 16S rRNA, partial sequence",AB047498, ENA,135950 tax ID,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7834,"Actinoplanes palleronii gene for 16S rRNA, complete sequence",AB037009, ENA,113570 tax ID,"Actinoplanes palleronii partial 16S rRNA gene, strain IMSNU 20038T",AJ277573, ENA,113570 tax ID,"Actinoplanes palleronii gene for 16S ribosomal RNA, partial sequence",AB048216, ENA,113570 tax ID,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7810,Actinoplanes philippinensis 16S ribosomal RNA gene sequence,U58525, ENA,35752 tax ID,A.philippinensis gene for 16S rRNA,X72864, ENA,35752 tax ID,A.philippinensis 16S rRNA gene,X93187, ENA,35752 tax ID,"Actinoplanes philippinensis gene for 16S ribosomal RNA, partial sequence",D85474, ENA,35752 tax ID,Actinoplanes philippinensis DSM 43019,GCA_900113015,contig,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/140744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7811,"Actinoplanes rectilineatus gene for 16S rRNA, complete sequence",AB037010, ENA,113571 tax ID,Actinoplanes rectilineatus NRRL B-16090,GCA_000962825,contig, GenBank,113571 tax ID,Actinoplanes rectilineatus strain NRRL B-16090,113571.3,wgs, PATRIC,113571 tax ID,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7812,A.regularis 16S rRNA gene,X93188, ENA,52697 tax ID,"Actinoplanes regularis gene for 16S rRNA, partial sequence",AB037011, ENA,52697 tax ID,Actinoplanes regularis DSM 43151,GCA_900188005,scaffold, GenBank,52697 tax ID,Actinoplanes regularis strain DSM 43151,52697.3,wgs, PATRIC,52697 tax ID,Actinoplanes regularis DSM 43151,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7813,"Actinoplanes regularis gene for 16S rRNA, partial sequence",AB047502, ENA,52697 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/131547,"Actinoplanes rhizophilus strain NEAU-A-2 16S ribosomal RNA gene, partial sequence",KF600711, ENA,1416877 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/23113,"Actinoplanes rishiriensis gene for 16S rRNA, partial sequence",AB641831, ENA,1050105 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/158014,"Actinoplanes sediminis strain M4I47 16S ribosomal RNA gene, partial sequence",KR347172, ENA,1734445 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/130440,"Actinoplanes siamensis strain A-T 6646 16S ribosomal RNA gene, partial sequence",JX283293, ENA,1223317 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7842,"Actinoplanes sichuanensis strain 03-723 16S ribosomal RNA gene, partial sequence",EU531458, ENA,512349 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7821,"Ampullariella violaceochromogenes gene for 16S rRNA, partial sequence, strain: IFO 14066",AB047508, ENA,1463979 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7822,"Actinoplanes sarveparensis gene for 16S rRNA, partial sequence",AB047505, ENA,135952 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7826,"Actinoplanes roseosporangius gene for 16S rRNA, partial sequence",AB047503, ENA,122363 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7828,"Actinoplanes kinshanensis gene for 16S rRNA, partial sequence",AB047496, ENA,122366 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7829,"Actinoplanes rutilosporangius gene for 16S rRNA, partial sequence",AB047504, ENA,135951 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/16603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/133187,"Actinoplanes subglobosus strain A-T 5400 16S ribosomal RNA gene, partial sequence",KM396265, ENA,1547892 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7818,"Actinoplanes teichomyceticus gene for 16S rRNA, partial sequence",AB047513, ENA,1867 tax ID,"Actinoplanes teichomyceticus partial 16S rRNA gene, strain IMSNU 20043",AJ277584, ENA,1867 tax ID,"Actinoplanes teichomyceticus 16S rRNA gene, type strain DSM 43866T",AJ865472, ENA,1867 tax ID,Actinoplanes teichomyceticus ATCC 31121,GCA_003711105,complete, GenBank,457423 tax ID,Actinoplanes teichomyceticus DSM 43866,GCA_007829915,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7844,"Actinoplanes tereljensis gene for 16S ribosomal RNA, partial sequence",AB468944, ENA,571912 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7845,"Actinoplanes toevensis gene for 16S ribosomal RNA, partial sequence",AB468943, ENA,571911 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7815,"Actinoplanes utahensis gene for 16S rRNA, partial sequence",AB037012, ENA,1869 tax ID,"Actinoplanes utahensis partial 16S rRNA gene, strain IMSNU 20044T",AJ277574, ENA,1869 tax ID,Actinoplanes utahensis NRRL 12052,GCA_000785985,contig, GenBank,1869 tax ID,Actinoplanes utahensis NRRL 12052,1869.4,wgs, PATRIC,1869 tax ID,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/7843,"Actinoplanes xinjiangensis strain 03-8772 16S ribosomal RNA gene, partial sequence",EU531457, ENA,512350 tax ID,Actinoplanes xinjiangensis DSM 45184,GCA_003148685,scaffold, GenBank,512350 tax ID,Actinoplanes xinjiangensis strain DSM 45184,512350.3,wgs, PATRIC,512350 tax ID,Actinoplanes xinjiangensis DSM 45184,2695420963,permanent, JGI IMG/M,512350 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/11160,"Actinopolymorpha alba strain YIM 48868 16S ribosomal RNA gene, partial sequence",EU706350, ENA,533267 tax ID,Actinopolymorpha alba DSM 45243,GCA_000373925,scaffold, GenBank,1120950 tax ID,Actinopolymorpha alba DSM 45243,1120950.3,wgs, PATRIC,1120950 tax ID,Actinopolymorpha alba DSM 45243,2515154155,permanent, JGI IMG/M,1120950 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/11161,"Actinopolymorpha cephalotaxi strain I06-2230 16S ribosomal RNA gene, partial sequence",EU438909, ENA,504797 tax ID,Actinopolymorpha cephalotaxi CPCC 202808,GCA_900113145,scaffold, GenBank,504797 tax ID,Actinopolymorpha cephalotaxi strain CPCC 202808,504797.4,wgs, PATRIC,504797 tax ID,Actinopolymorpha cephalotaxi CPCC 202808,2675903058,permanent, JGI IMG/M,504797 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/11159,"Actinopolymorpha rutilus strain YIM 45725 16S ribosomal RNA gene, partial sequence",EF601829, ENA,446787 tax ID,Actinopolymorpha rutila DSM 18448,2830934857,permanent, JGI IMG/M,446787 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/11158,"Actinosingapura polymorpha 16S ribosomal RNA gene, partial sequence",AF237815, ENA,117157 tax ID,Actinopolymorpha singaporensis DSM 22024,GCA_900104745,chromosome, GenBank,117157 tax ID,Actinopolymorpha singaporensis strain DSM 22024,117157.3,complete, PATRIC,117157 tax ID,Actinopolymorpha singaporensis DSM 22024,2636416006,permanent, JGI IMG/M,117157 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/17729,"Actinopolyspora alba strain YIM 90480 16S ribosomal RNA gene, partial sequence",GQ480940, ENA,673379 tax ID,Actinopolyspora alba DSM 45004,GCA_900112765,scaffold, GenBank,673379 tax ID,Actinopolyspora alba strain DSM 45004,673379.3,wgs, PATRIC,673379 tax ID,Actinopolyspora alba DSM 45004,2619619028,permanent, JGI IMG/M,673379 tax ID,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/17727,"Actinopolyspora algeriensis strain H19 16S ribosomal RNA gene, partial sequence",HQ918195, ENA,995059 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/130805,"Actinopolyspora biskrensis strain H254 16S ribosomal RNA gene, partial sequence",KJ504178, ENA,1470178 tax ID,Actinopolyspora biskrensis CECT 8576,2824480100,permanent, JGI IMG/M,1470178 tax ID,,,,,,,,,,,,,,,,,,,,,,,,,
https://bacdive.dsmz.de/strain/17730,"Actinopolyspora erythraea strain YIM 90600 16S ribosomal RNA gene, partial sequence",EF116937, ENA,414996 tax ID,"Actinopolyspora erythraea strain YIM 90600 culture-collection CCTCC:M208243 16S ribosomal RNA gene, partial sequence",GQ480939, ENA,414996 tax ID,Actinopolyspora erythraea YIM 90600,GCA_002263515,complete, GenBank,414996 tax ID,Actinopolyspora erythraea YIM 90600,GCA_000763095,scaffold, GenBank,414996 tax ID,Actinopolyspora erythraea YIM90600,,,,,,,,,,,,,,,
